"Phylum"	"Size"	"GC"
"Proteobacteria"	4.62672	50.9
"Proteobacteria"	4.78728	46
"Proteobacteria"	4.77177	46
"Proteobacteria"	4.81428	46
"Proteobacteria"	4.56484	46
"Proteobacteria"	4.83658	46
"Proteobacteria"	8.71785	46
"Proteobacteria"	4.68014	61
"Actinobacteria"	2.38499	59.9
"Actinobacteria"	2.47784	59.8
"Actinobacteria"	2.37529	59.9
"Actinobacteria"	2.45338	60.2
"Actinobacteria"	2.37286	60.2
"Actinobacteria"	2.26027	60.1075
"Actinobacteria"	2.83275	59.9
"Actinobacteria"	2.38952	60.1182
"Actinobacteria"	2.26594	59.9
"Actinobacteria"	2.40883	60.111
"Actinobacteria"	2.38516	60.3
"Actinobacteria"	2.39576	59.8115
"Actinobacteria"	2.82896	59.9
"Actinobacteria"	2.68677	59.6
"Actinobacteria"	2.51443	60.1
"Actinobacteria"	2.6257	59.7
"Actinobacteria"	2.55922	59.7
"Proteobacteria"	2.01288	37.1943
"Proteobacteria"	2.26386	37.4
"Proteobacteria"	5.80939	59.2
"Proteobacteria"	5.65675	59
"Proteobacteria"	6.0937	59.2
"Proteobacteria"	5.93809	58.8
"Proteobacteria"	6.14319	58.5
"Proteobacteria"	5.9279	58.8
"Proteobacteria"	6.31517	58.5
"Proteobacteria"	6.12459	58.5
"Proteobacteria"	5.88787	58.8
"Proteobacteria"	6.41559	58.4
"Proteobacteria"	6.16636	58.5
"Proteobacteria"	5.99358	59
"Proteobacteria"	6.38062	58.9
"Proteobacteria"	6.52059	58.7
"Proteobacteria"	5.49623	59.4
"Proteobacteria"	5.84903	58.8
"Proteobacteria"	6.24328	59.1
"Proteobacteria"	6.18377	59.1
"Proteobacteria"	5.97543	59.1
"Proteobacteria"	5.82514	59.2
"Firmicutes"	2.19309	36.9
"Firmicutes"	2.08823	35.3
"Firmicutes"	2.10503	35.6
"Firmicutes"	2.20115	35.6
"Firmicutes"	2.20544	35.5
"Firmicutes"	2.12784	35.6
"Firmicutes"	2.16027	35.6
"Firmicutes"	2.21149	35.6
"Firmicutes"	2.23437	35.5
"Firmicutes"	2.293	35.5
"Firmicutes"	2.271	35.7
"Firmicutes"	2.12	35.5
"Firmicutes"	2.25443	35.6
"Firmicutes"	2.38072	35.5
"Firmicutes"	2.462	35.9
"Firmicutes"	2.256	35.7
"Firmicutes"	2.207	35.4
"Firmicutes"	2.32219	35.9
"Firmicutes"	2.23675	35.6
"Firmicutes"	2.21323	35.5
"Firmicutes"	2.203	35.4
"Firmicutes"	2.167	35.3
"Firmicutes"	2.22845	35.5
"Firmicutes"	2.101	35.4
"Firmicutes"	2.15416	35.5
"Firmicutes"	2.20827	35.6
"Firmicutes"	2.207	35.4
"Firmicutes"	2.24851	35.5
"Firmicutes"	2.201	35.7
"Firmicutes"	2.04146	35.3
"Firmicutes"	2.10074	35.2
"Firmicutes"	2.09715	35.3
"Firmicutes"	2.16318	35.1
"Firmicutes"	1.99187	35.3
"Firmicutes"	2.04535	35.3
"Firmicutes"	2.12763	35.4
"Firmicutes"	2.057	35.2
"Firmicutes"	2.05386	35.3
"Firmicutes"	2.162	35.8
"Firmicutes"	2.06739	35.3
"Firmicutes"	2.05865	35.3
"Firmicutes"	2.11372	35.3
"Firmicutes"	2.1329	35.3
"Firmicutes"	2.04417	35.4
"Firmicutes"	2.17804	35.3
"Firmicutes"	2.1622	35.4
"Firmicutes"	2.07537	35.3
"Firmicutes"	2.08563	35.3
"Firmicutes"	2.18732	35.3
"Firmicutes"	2.11286	35.3
"Firmicutes"	2.0568	35.3
"Firmicutes"	2.09639	35.2
"Firmicutes"	2.04856	35.2
"Firmicutes"	2.19397	35.3
"Firmicutes"	2.1659	35.3
"Firmicutes"	1.9832	35.1
"Firmicutes"	2.12861	35.1
"Firmicutes"	2.12745	35.3
"Firmicutes"	2.17271	35.4
"Firmicutes"	2.00954	35.2
"Firmicutes"	2.09762	35.1
"Firmicutes"	2.11601	35.3
"Firmicutes"	2.02954	35.2
"Firmicutes"	2.10082	35.3
"Firmicutes"	2.12206	35.3
"Firmicutes"	2.07588	35.2
"Firmicutes"	2.04111	35.2
"Firmicutes"	2.12596	35.5
"Firmicutes"	2.18238	35.3
"Firmicutes"	2.01286	35.1
"Firmicutes"	2.05771	35.2
"Firmicutes"	2.07722	35.4
"Firmicutes"	2.0172	35.3
"Firmicutes"	2.09158	35.3
"Firmicutes"	2.04052	35.2
"Firmicutes"	2.0803	35.3
"Firmicutes"	2.07258	35.3
"Firmicutes"	1.97727	35.2
"Firmicutes"	2.18188	35.4
"Firmicutes"	2.05724	35.2
"Firmicutes"	2.0609	35.3
"Firmicutes"	2.04724	35.2
"Firmicutes"	2.1211	35.4
"Firmicutes"	1.98171	35.2
"Firmicutes"	1.98674	35.2
"Firmicutes"	1.98691	35.1
"Firmicutes"	2.0947	35.4
"Firmicutes"	2.01738	35.2
"Firmicutes"	2.10712	35.1
"Firmicutes"	2.13621	35.6
"Firmicutes"	2.11562	35.6
"Firmicutes"	1.92443	35.2
"Firmicutes"	2.09197	35.1
"Firmicutes"	2.17784	35.2
"Firmicutes"	2.08764	35.5
"Firmicutes"	2.15932	35.2
"Firmicutes"	2.03392	35.3
"Firmicutes"	2.1925	35.6
"Firmicutes"	2.08405	35.2
"Firmicutes"	2.16901	35.3
"Firmicutes"	2.00236	35.3
"Firmicutes"	2.06533	35.3
"Firmicutes"	2.09872	35.4
"Firmicutes"	2.24428	35.3
"Firmicutes"	2.04925	35.2
"Firmicutes"	2.02446	35.4
"Firmicutes"	2.069	35.3
"Firmicutes"	2.014	35.4
"Firmicutes"	1.968	35.5
"Firmicutes"	2.025	35.4
"Firmicutes"	2.007	35.2
"Firmicutes"	2.128	35.2
"Firmicutes"	2.061	35.3
"Firmicutes"	2.086	35.5
"Firmicutes"	1.79555	35.2
"Firmicutes"	1.80663	35.2
"Firmicutes"	1.88085	35.4
"Firmicutes"	2.06423	35.2
"Firmicutes"	2.14569	35.6
"Firmicutes"	2.13568	35.6
"Firmicutes"	2.02633	35.3
"Firmicutes"	2.01283	35.3
"Firmicutes"	2.05428	35.2
"Firmicutes"	2.02864	35.3
"Firmicutes"	2.03079	35.3
"Firmicutes"	2.03496	35.3
"Firmicutes"	1.828	35.4
"Firmicutes"	2.07534	35.4
"Firmicutes"	2.20423	35.3
"Firmicutes"	2.217	39.7
"Firmicutes"	2.32913	35.3
"Firmicutes"	2.168	35.5
"Firmicutes"	2.08589	35.3
"Firmicutes"	2.22581	35.4
"Firmicutes"	2.09792	35.4
"Firmicutes"	2.11678	35.3
"Firmicutes"	2.13538	35.3
"Firmicutes"	1.98521	34.9
"Firmicutes"	2.02393	35.2
"Firmicutes"	2.0364	35.2
"Firmicutes"	2.10394	35.3
"Firmicutes"	2.12051	35.3
"Firmicutes"	2.12781	35.4
"Firmicutes"	2.34641	35.6
"Firmicutes"	2.2988	35.4
"Firmicutes"	2.14112	35.3
"Firmicutes"	2.38905	35.7
"Firmicutes"	2.30168	35.4
"Firmicutes"	2.093	35.2
"Firmicutes"	2.08762	35.2
"Firmicutes"	2.01607	35.5
"Firmicutes"	2.02891	35.5
"Firmicutes"	2.08495	35.5
"Firmicutes"	2.21026	35.7
"Firmicutes"	2.07091	35.3
"Firmicutes"	2.15331	35.3
"Firmicutes"	2.12523	35.3
"Firmicutes"	2.12239	35.2
"Firmicutes"	2.07172	35.2
"Firmicutes"	2.04373	35.3
"Firmicutes"	2.03261	35.3
"Firmicutes"	2.11441	35.2
"Firmicutes"	2.12955	35.3
"Firmicutes"	1.96875	35.1
"Firmicutes"	2.14408	35.3
"Firmicutes"	2.11656	35.3
"Firmicutes"	2.05771	35.2
"Firmicutes"	1.97685	35.2
"Firmicutes"	2.06414	35.3
"Firmicutes"	2.04603	35.1
"Firmicutes"	2.07303	35.2
"Firmicutes"	2.03806	35.3
"Firmicutes"	2.20414	35.3
"Firmicutes"	2.01199	35.2
"Firmicutes"	2.09566	35.4
"Firmicutes"	1.98502	35.3
"Firmicutes"	2.08329	35.6
"Firmicutes"	1.97033	35.1
"Firmicutes"	2.04083	35.2
"Firmicutes"	2.18132	35.5
"Firmicutes"	2.06324	35.2
"Firmicutes"	2.10897	35.2
"Firmicutes"	2.14028	35.3
"Firmicutes"	1.92928	35.2
"Firmicutes"	2.00429	35.2
"Firmicutes"	2.05712	35.2
"Firmicutes"	2.10613	35.4
"Firmicutes"	2.17102	35.4
"Firmicutes"	2.02862	35.2
"Firmicutes"	2.12684	35.3
"Firmicutes"	2.03595	35.3
"Firmicutes"	2.08716	35.1
"Firmicutes"	2.03891	35.3
"Firmicutes"	2.19553	35.5
"Firmicutes"	2.06022	35.1
"Firmicutes"	2.03878	35.2
"Firmicutes"	2.14788	35.2
"Firmicutes"	2.0771	35.3
"Firmicutes"	2.0724	35.3
"Firmicutes"	2.17227	35.3
"Firmicutes"	2.03531	35.3
"Firmicutes"	2.13255	35.3
"Firmicutes"	2.0185	35.3
"Firmicutes"	2.03793	35.2
"Firmicutes"	2.20426	35.3
"Firmicutes"	2.04019	35.2
"Firmicutes"	2.14857	35.4
"Firmicutes"	2.09523	35.2
"Firmicutes"	2.01181	35.2
"Firmicutes"	2.02013	35.4
"Firmicutes"	2.03105	35.3
"Firmicutes"	2.08855	35.1
"Firmicutes"	2.04472	35
"Firmicutes"	2.06924	35.3
"Firmicutes"	2.192	35.6
"Firmicutes"	2.17927	35.2
"Firmicutes"	2.17401	35.7
"Firmicutes"	2.06678	35
"Firmicutes"	2.02565	35.2
"Firmicutes"	2.04179	35.2
"Firmicutes"	2.256	35.3
"Firmicutes"	2.11727	35.2
"Firmicutes"	2.21459	35.6
"Firmicutes"	2.06022	35.2
"Firmicutes"	2.21954	35.6
"Firmicutes"	1.97791	35.2
"Firmicutes"	2.01999	35.2
"Firmicutes"	1.998	35.3
"Firmicutes"	2.0998	35.3
"Firmicutes"	2.05	35.2
"Firmicutes"	2.093	35.4
"Firmicutes"	2.07081	35.2
"Firmicutes"	1.978	35.1
"Firmicutes"	2.06766	35.4
"Firmicutes"	2.049	35.2
"Firmicutes"	2.058	35.3
"Firmicutes"	2.111	35.4
"Firmicutes"	2.14833	35.4
"Firmicutes"	1.96438	35.1
"Firmicutes"	1.96107	35.1
"Firmicutes"	2.096	35.4
"Firmicutes"	2.037	35.2
"Firmicutes"	2.061	35.5
"Firmicutes"	1.98496	35.2
"Firmicutes"	2.06311	35.6
"Firmicutes"	1.82089	35.6
"Firmicutes"	2.45585	36.1
"Firmicutes"	2.03305	35.2
"Firmicutes"	1.8053	64.1
"Firmicutes"	2.00881	35.4
"Proteobacteria"	6.0786	66.8
"Proteobacteria"	6.147	66.5
"Proteobacteria"	6.82625	66.2
"Proteobacteria"	6.2644	66.6
"Proteobacteria"	6.53765	66.3
"Proteobacteria"	6.58834	66.4
"Proteobacteria"	6.60176	66.3
"Proteobacteria"	6.86606	65.5
"Proteobacteria"	6.26762	66.5
"Proteobacteria"	6.84986	66.1
"Proteobacteria"	6.75243	66.2
"Proteobacteria"	6.45381	66.4
"Proteobacteria"	6.32775	66.5
"Proteobacteria"	6.76466	66.1
"Proteobacteria"	6.05047	66.8
"Proteobacteria"	6.26691	66.5
"Proteobacteria"	6.40266	66.3
"Proteobacteria"	6.76533	66.1
"Proteobacteria"	6.77664	66
"Proteobacteria"	7.28221	65.5
"Proteobacteria"	6.34441	66.2
"Proteobacteria"	6.81326	66.2
"Proteobacteria"	6.26081	66.5
"Proteobacteria"	6.27634	66.5
"Proteobacteria"	6.68316	66.1
"Proteobacteria"	6.53624	66
"Proteobacteria"	6.37803	66.4
"Proteobacteria"	7.10392	65.9
"Proteobacteria"	6.7948	66.1
"Proteobacteria"	6.77272	66.1
"Proteobacteria"	6.35733	66.1
"Proteobacteria"	6.01585	39.4
"Proteobacteria"	6.73505	66
"Proteobacteria"	4.95033	46.7
"Proteobacteria"	5.26009	46.6686
"Proteobacteria"	5.00777	46.9535
"Proteobacteria"	5.1267	46.7159
"Proteobacteria"	4.96268	46.7
"Proteobacteria"	4.93884	46.6
"Proteobacteria"	4.32724	46.7
"Proteobacteria"	4.664	44.9
"Firmicutes"	2.00749	41.3
"Firmicutes"	1.64045	41.7
"Firmicutes"	2.14325	41
"Firmicutes"	2.09631	41.1
"Firmicutes"	2.0957	41.1
"Firmicutes"	2.17081	41.0468
"Firmicutes"	2.0959	41.1
"Firmicutes"	2.02881	41.3
"Firmicutes"	2.03803	41.4
"Firmicutes"	2.13743	41.2
"Firmicutes"	2.03841	41.2
"Firmicutes"	2.09687	41.2
"Firmicutes"	2.17766	41
"Firmicutes"	2.18306	41.3
"Firmicutes"	2.03432	41.4
"Firmicutes"	1.98089	41.4
"Firmicutes"	2.39091	41.2
"Actinobacteria"	5.22665	62.3869
"Proteobacteria"	3.9341	39.1
"Proteobacteria"	3.84425	39.1
"Proteobacteria"	3.76537	39.1
"Proteobacteria"	3.90942	39.2
"Proteobacteria"	4.01501	38.8
"Proteobacteria"	3.95483	38.9
"Proteobacteria"	4.03229	39.1
"Proteobacteria"	3.91088	38.9
"Proteobacteria"	4.00146	38.8805
"Proteobacteria"	3.99676	38.9013
"Proteobacteria"	4.05924	39.1897
"Proteobacteria"	3.76098	39
"Proteobacteria"	3.78329	38.6
"Proteobacteria"	4.01348	39
"Proteobacteria"	3.936	39
"Proteobacteria"	4.18871	39.1
"Proteobacteria"	3.47799	39.1264
"Proteobacteria"	4.04873	39.3357
"Proteobacteria"	4.0428	39.1
"Proteobacteria"	3.65276	38.9
"Proteobacteria"	3.91098	39
"Proteobacteria"	3.95119	39
"Proteobacteria"	4.02264	39
"Proteobacteria"	4.05059	39.1
"Proteobacteria"	4.15801	39
"Proteobacteria"	4.0004	39.1
"Proteobacteria"	4.0231	39.0831
"Proteobacteria"	4.21802	38.8947
"Proteobacteria"	4.01143	39.0425
"Proteobacteria"	4.04244	39.0022
"Proteobacteria"	3.81431	38.9
"Proteobacteria"	3.84419	38.8
"Proteobacteria"	4.05484	38.9
"Proteobacteria"	3.88961	39.2
"Proteobacteria"	3.97307	39
"Proteobacteria"	4.07025	38.9
"Proteobacteria"	3.78602	39
"Proteobacteria"	3.79174	39
"Proteobacteria"	4.01053	39
"Proteobacteria"	3.96585	38.9
"Proteobacteria"	3.96144	38.8
"Proteobacteria"	3.97011	38.8
"Proteobacteria"	3.91867	38.9
"Proteobacteria"	4.10073	39
"Proteobacteria"	3.88938	38.9
"Proteobacteria"	4.13691	39
"Proteobacteria"	4.10191	39
"Proteobacteria"	3.8861	38.9
"Proteobacteria"	4.03216	39.2
"Proteobacteria"	3.99502	39
"Proteobacteria"	3.83927	38.8
"Proteobacteria"	3.97203	38.9
"Proteobacteria"	4.07748	38.9
"Proteobacteria"	3.99262	38.9
"Proteobacteria"	3.97316	38.9
"Proteobacteria"	3.85066	39.1
"Proteobacteria"	3.79069	38.9
"Proteobacteria"	3.92964	38.9
"Proteobacteria"	4.0456	38.9
"Proteobacteria"	4.00632	38.8
"Proteobacteria"	3.89059	38.9
"Proteobacteria"	3.9752	39.1
"Proteobacteria"	3.93609	39.1
"Proteobacteria"	3.94428	39
"Proteobacteria"	4.20878	39.5
"Proteobacteria"	3.77074	39
"Proteobacteria"	3.76439	39.1
"Proteobacteria"	3.78279	38.9
"Proteobacteria"	3.55715	39.5
"Proteobacteria"	3.8813	38.9
"Proteobacteria"	3.96217	39
"Proteobacteria"	4.01296	39
"Proteobacteria"	4.0622	38.9
"Proteobacteria"	4.0614	38.9
"Proteobacteria"	3.97151	38.9
"Proteobacteria"	4.01117	39
"Proteobacteria"	3.76097	39.5
"Proteobacteria"	3.79769	39.1
"Proteobacteria"	3.95737	39
"Proteobacteria"	4.06144	38.8
"Proteobacteria"	3.89389	39
"Proteobacteria"	4.45461	38.9
"Proteobacteria"	4.08087	39
"Proteobacteria"	4.08142	39
"Proteobacteria"	4.44133	39.1
"Proteobacteria"	4.04312	39.2
"Proteobacteria"	3.99802	39.1
"Proteobacteria"	4.00996	39.1
"Proteobacteria"	3.89919	39.1
"Proteobacteria"	3.93809	39.1
"Proteobacteria"	4.06328	39
"Proteobacteria"	3.98875	39.1
"Proteobacteria"	4.10712	61
"Proteobacteria"	3.84831	27.2
"Proteobacteria"	4.06308	61
"Proteobacteria"	3.92286	27.2
"Proteobacteria"	3.93589	61
"Proteobacteria"	3.81211	61
"Proteobacteria"	3.98682	61
"Proteobacteria"	4.10774	61
"Proteobacteria"	4.06039	61
"Proteobacteria"	4.00729	61
"Proteobacteria"	4.0784	61
"Proteobacteria"	3.84045	61
"Proteobacteria"	4.1066	61
"Proteobacteria"	3.98167	61
"Proteobacteria"	4.00468	61
"Proteobacteria"	3.91818	61
"Proteobacteria"	4.02965	61
"Proteobacteria"	3.98806	61
"Proteobacteria"	4.02002	61
"Proteobacteria"	3.95251	61
"Proteobacteria"	4.18345	61
"Proteobacteria"	4.06389	61
"Proteobacteria"	3.93726	27.2
"Proteobacteria"	3.96473	27.2
"Proteobacteria"	3.90893	61
"Proteobacteria"	4.12655	61
"Proteobacteria"	3.9238	61
"Proteobacteria"	3.9364	61
"Proteobacteria"	4.0081	61
"Proteobacteria"	3.97261	61
"Proteobacteria"	4.06251	39
"Proteobacteria"	3.83332	39
"Proteobacteria"	3.76931	39
"Proteobacteria"	3.93225	38.8
"Proteobacteria"	4.11508	38.7
"Proteobacteria"	4.0474	42.6
"Proteobacteria"	4.10849	38.9
"Proteobacteria"	4.09563	39.2
"Proteobacteria"	4.16624	38.8
"Proteobacteria"	1.14152	49.8
"Proteobacteria"	1.15853	49.7
"Proteobacteria"	1.15387	49.8
"Proteobacteria"	1.19769	49.8
"Proteobacteria"	1.20243	49.8
"Proteobacteria"	1.13698	49.8
"Proteobacteria"	1.15441	49.7
"Proteobacteria"	1.15524	49.8
"Proteobacteria"	1.39099	47.4
"Proteobacteria"	1.38325	46.9
"Proteobacteria"	1.15692	49.8
"Proteobacteria"	1.40943	46.7
"Firmicutes"	4.2226	46.2
"Firmicutes"	4.22264	46.2
"Firmicutes"	4.31701	45.9
"Firmicutes"	4.16126	46.1
"Firmicutes"	4.51489	45.6
"Firmicutes"	4.2701	46
"Proteobacteria"	5.23553	50.6
"Proteobacteria"	4.56091	50.921
"Proteobacteria"	4.61356	51.2
"Proteobacteria"	4.59614	51.1
"Proteobacteria"	5.1626	50.8
"Proteobacteria"	4.81317	46
"Proteobacteria"	3.51633	38.4
"Proteobacteria"	3.4898	38.2
"Proteobacteria"	3.39775	38.3
"Proteobacteria"	3.40552	38.4
"Proteobacteria"	3.6355	38.3637
"Proteobacteria"	3.57647	38.5
"Proteobacteria"	2.68263	38.6
"Proteobacteria"	2.68263	38.6
"Proteobacteria"	3.359	38.2
"Proteobacteria"	3.49254	38.4
"Proteobacteria"	3.61768	38.3875
"Proteobacteria"	5.05531	50.7587
"Proteobacteria"	5.22047	50.7341
"Proteobacteria"	4.99792	51.1
"Proteobacteria"	5.18598	50.7
"Proteobacteria"	5.14598	50.7
"Proteobacteria"	4.97588	46
"Proteobacteria"	4.71035	46
"Firmicutes"	1.79685	39.1
"Firmicutes"	1.79623	39.1
"Firmicutes"	1.86418	39.0878
"Firmicutes"	1.83195	39
"Firmicutes"	1.9299	38.9
"Firmicutes"	1.84852	39.1
"Firmicutes"	1.62185	39.1
"Proteobacteria"	1.08008	34.2
"Proteobacteria"	5.36877	46.276
"Proteobacteria"	5.1994	46.1333
"Proteobacteria"	5.3429	46.2451
"Proteobacteria"	5.54754	46.1909
"Proteobacteria"	5.31291	46.2593
"Proteobacteria"	5.35888	46.2523
"Proteobacteria"	5.52601	45.9893
"Proteobacteria"	5.19524	46.3
"Proteobacteria"	4.65922	44.5
"Proteobacteria"	4.84025	44.5
"Proteobacteria"	1.51635	27.5
"Proteobacteria"	1.51298	27.5
"Proteobacteria"	1.49992	27.5
"Firmicutes"	2.01863	38.5
"Firmicutes"	2.11662	38.4
"Firmicutes"	2.30556	38.7
"Firmicutes"	2.31684	39.0014
"Firmicutes"	2.0326	38.7
"Firmicutes"	1.94347	38.7
"Firmicutes"	1.99962	38.9
"Firmicutes"	2.03941	38.9
"Firmicutes"	1.96853	37.6
"Firmicutes"	3.834	41.7
"Firmicutes"	3.70446	41.3
"Firmicutes"	3.69207	41.3
"Firmicutes"	3.7477	41.3
"Actinobacteria"	3.3094	53.8
"Actinobacteria"	3.3633	54.0971
"Actinobacteria"	3.28271	53.8
"Actinobacteria"	3.22674	54.1
"Proteobacteria"	6.92783	66.8
"Proteobacteria"	8.05578	66.9165
"Proteobacteria"	7.70284	66.8004
"Proteobacteria"	7.27911	66.9164
"Proteobacteria"	7.97139	66.5829
"Proteobacteria"	7.6774	67.4
"Proteobacteria"	7.12498	67.4882
"Proteobacteria"	7.02973	68
"Proteobacteria"	7.33608	67.9398
"Proteobacteria"	7.38886	68.1
"Proteobacteria"	7.34709	68
"Proteobacteria"	7.21654	68.1867
"Proteobacteria"	7.32272	68.1
"Proteobacteria"	7.45365	67.9
"Proteobacteria"	7.00041	68
"Proteobacteria"	7.12377	68
"Proteobacteria"	6.91904	68
"Proteobacteria"	6.97829	67.7
"Proteobacteria"	6.89169	67.9
"Proteobacteria"	6.80595	67.8
"Proteobacteria"	6.86779	67.8
"Proteobacteria"	6.70758	67.8
"Proteobacteria"	6.68866	67.5
"Proteobacteria"	7.34895	67.8769
"Proteobacteria"	7.24674	68.1
"Proteobacteria"	7.14771	68.1
"Proteobacteria"	7.24754	68.0502
"Proteobacteria"	7.04041	68.2665
"Proteobacteria"	7.30805	67.9918
"Proteobacteria"	7.08925	68.2624
"Proteobacteria"	7.23142	68.1604
"Proteobacteria"	7.15506	68.2204
"Proteobacteria"	7.17782	68.1
"Proteobacteria"	7.15686	68.2
"Proteobacteria"	6.76388	68.1
"Proteobacteria"	7.07613	68.2
"Proteobacteria"	7.11139	68.2
"Proteobacteria"	5.93378	68.5
"Proteobacteria"	5.80486	68.5
"Proteobacteria"	5.81465	68.5
"Proteobacteria"	5.7138	68.4
"Proteobacteria"	5.69047	68.3
"Proteobacteria"	5.66975	68.4
"Proteobacteria"	5.83553	68.5188
"Proteobacteria"	5.74231	68.4784
"Proteobacteria"	5.84838	68.5218
"Proteobacteria"	5.2324	68.3653
"Actinobacteria"	2.42646	61.6
"Actinobacteria"	2.47682	61.3561
"Proteobacteria"	1.00581	30
"Proteobacteria"	1.17625	30.1
"Proteobacteria"	3.47181	50.3
"Proteobacteria"	3.52211	50.3241
"Firmicutes"	5.64305	35.1891
"Firmicutes"	5.88084	35
"Firmicutes"	6.48902	34.7
"Firmicutes"	5.52757	35
"Firmicutes"	5.62591	34.9
"Firmicutes"	6.10775	34.9
"Firmicutes"	6.02684	34.8
"Firmicutes"	6.32312	34.8
"Firmicutes"	6.03751	35
"Firmicutes"	6.26014	34.8
"Firmicutes"	5.48884	35.1
"Firmicutes"	6.03148	34.9
"Firmicutes"	6.2312	34.7
"Firmicutes"	6.0026	34.9
"Firmicutes"	6.73179	34.5
"Firmicutes"	6.61243	34.9
"Firmicutes"	5.31479	35.3594
"Firmicutes"	5.31303	35.4084
"Firmicutes"	6.15115	35.1212
"Firmicutes"	5.68238	35.3815
"Firmicutes"	6.43838	35.0432
"Firmicutes"	6.33463	35.1765
"Firmicutes"	6.69453	34.9245
"Firmicutes"	6.13434	35.0166
"Proteobacteria"	5.60562	66.2884
"Proteobacteria"	3.41739	66.5
"Proteobacteria"	5.89532	65
"Proteobacteria"	5.81092	66.964
"Proteobacteria"	5.57841	66.9
"Proteobacteria"	5.43026	66.6359
"Proteobacteria"	3.67558	66.3
"Proteobacteria"	5.96071	65.4
"Proteobacteria"	1.3276	29.8
"Proteobacteria"	1.30876	29.7
"Proteobacteria"	4.64652	51.0964
"Proteobacteria"	4.87466	50.9975
"Proteobacteria"	5.12983	50.7
"Proteobacteria"	4.66221	51.1
"Proteobacteria"	4.88245	50.8
"Proteobacteria"	5.1846	46
"Proteobacteria"	4.97641	46
"Actinobacteria"	5.80577	65.419
"Proteobacteria"	3.94771	47.5
"Proteobacteria"	4.01178	47.4
"Proteobacteria"	3.55731	47.6
"Proteobacteria"	4.03441	47.5
"Proteobacteria"	4.12013	47.4
"Proteobacteria"	3.78227	47.5
"Proteobacteria"	3.9745	47.4
"Proteobacteria"	4.05616	47.7
"Proteobacteria"	3.94548	47.6
"Proteobacteria"	4.14604	47.5
"Proteobacteria"	3.91942	47.6
"Proteobacteria"	4.1375	47.4
"Proteobacteria"	3.97526	47.5
"Proteobacteria"	3.86299	47.6
"Proteobacteria"	4.06339	47.4
"Proteobacteria"	4.02684	47.5
"Proteobacteria"	3.98738	47.6
"Proteobacteria"	4.02377	47.6
"Proteobacteria"	4.21101	47.7
"Proteobacteria"	4.1547	47.4
"Proteobacteria"	4.00067	47.5
"Proteobacteria"	3.96951	47.7
"Proteobacteria"	4.05514	47.7
"Proteobacteria"	4.05969	47.5
"Proteobacteria"	4.03346	47.4873
"Proteobacteria"	4.13232	47.5586
"Proteobacteria"	3.9389	47.5875
"Proteobacteria"	4.23636	47.2948
"Proteobacteria"	4.01668	47.5
"Proteobacteria"	4.01499	47.5
"Proteobacteria"	3.92556	47.6
"Proteobacteria"	4.07774	47.5204
"Proteobacteria"	4.01736	46.9
"Proteobacteria"	4.07959	47.4898
"Proteobacteria"	3.73872	47.9734
"Proteobacteria"	4.1353	47.5582
"Proteobacteria"	3.91453	47.6
"Proteobacteria"	3.98894	47.5
"Proteobacteria"	4.01299	47.5
"Proteobacteria"	4.03922	47.5
"Proteobacteria"	4.05937	47.5
"Proteobacteria"	4.06883	47.5
"Proteobacteria"	3.94122	47.7
"Proteobacteria"	4.17941	47.5
"Proteobacteria"	4.0282	47.3
"Proteobacteria"	4.09919	47.5
"Proteobacteria"	4.02764	47.3
"Proteobacteria"	4.05323	47.5
"Proteobacteria"	4.06895	47.5
"Proteobacteria"	3.98813	46
"Proteobacteria"	3.96543	46
"Proteobacteria"	4.00012	46
"Proteobacteria"	3.94192	46
"Proteobacteria"	3.97147	61
"Proteobacteria"	4.05827	61
"Proteobacteria"	4.08555	61
"Proteobacteria"	4.04538	61
"Proteobacteria"	4.0935	61
"Proteobacteria"	4.09199	61
"Proteobacteria"	4.08454	61
"Proteobacteria"	3.93183	61
"Proteobacteria"	4.12098	61
"Proteobacteria"	4.09253	61
"Proteobacteria"	4.1252	61
"Proteobacteria"	4.03029	47.4
"Proteobacteria"	4.03082	47.5
"Proteobacteria"	4.05652	47.4
"Proteobacteria"	3.82381	47.5
"Proteobacteria"	4.03107	47.4
"Proteobacteria"	3.9478	47.8
"Proteobacteria"	3.9063	47.6
"Proteobacteria"	4.03428	47.4
"Proteobacteria"	4.03012	47.3
"Proteobacteria"	4.02757	47.3
"Proteobacteria"	4.03178	47.3
"Proteobacteria"	4.03107	47.3
"Proteobacteria"	4.02287	47.3
"Proteobacteria"	4.02346	46.5
"Proteobacteria"	3.93404	52
"Proteobacteria"	1.23204	47
"Proteobacteria"	3.88787	47.7
"Proteobacteria"	4.02369	47.4
"Proteobacteria"	3.94462	47.6
"Proteobacteria"	3.93858	47.6
"Proteobacteria"	3.94295	47.5
"Proteobacteria"	4.03752	40.1
"Proteobacteria"	4.04479	42.9
"Proteobacteria"	3.88042	47.6
"Proteobacteria"	3.87914	47.7
"Proteobacteria"	0.743283	47.5
"Proteobacteria"	4.02716	46.5
"Proteobacteria"	4.03333	45.4
"Proteobacteria"	3.88039	47.6
"Proteobacteria"	3.93789	45.7
"Proteobacteria"	3.93878	38.8
"Proteobacteria"	4.03095	44.8
"Proteobacteria"	4.02821	46.9
"Proteobacteria"	5.68001	45
"Proteobacteria"	5.11322	45.7
"Proteobacteria"	5.91084	45.5
